,1,2,3,4,5,6,7,8,9,10,11,12
S1031,14,1,2,1,2,4,2,2,2,10,5,6
S1032,14,1,2,1,2,4,2,2,2,10,5,6
S1033,14,1,2,1,2,4,2,2,2,10,5,6
S1034,14,1,2,1,2,4,2,2,2,10,5,6
S1035,14,1,2,1,2,4,2,2,2,10,5,6
S1036,14,1,2,1,2,4,2,2,2,10,5,6
S1037,14,1,2,1,2,4,2,2,2,10,5,6
S1038,14,1,2,1,2,4,2,2,2,10,5,6
S1039,14,1,2,1,2,4,2,2,2,10,5,6
S1040,14,1,2,1,2,4,2,2,2,10,5,6
S1041,14,1,2,1,2,4,2,2,2,10,5,6
S1042,14,1,2,1,2,4,2,2,2,10,5,6
S1043,15,1,1,1,1,1,1,1,1,11,6,7
S1044,15,1,1,1,1,1,1,1,1,11,6,7
S1045,15,1,1,1,1,1,1,1,1,11,6,7
S1046,15,1,1,1,1,1,1,1,1,11,6,7
S1047,15,1,1,1,1,1,1,1,1,11,6,7
S1048,15,1,1,1,1,1,1,1,1,11,6,7
S1049,15,1,1,1,1,1,1,1,1,11,6,7
S1050,15,1,1,1,1,1,1,1,1,11,6,7
S1051,15,1,1,1,1,1,1,1,1,11,6,7
S1052,15,1,1,1,1,1,1,1,1,11,6,7
S1053,15,1,1,1,1,1,1,1,1,11,6,7
S1054,15,1,1,1,1,1,1,1,1,11,6,7
S1055,15,1,1,1,1,1,1,1,1,11,6,7
S1056,15,1,1,1,1,1,1,1,1,11,6,7
S1057,15,1,1,1,1,1,1,1,1,11,6,7
S1058,15,1,1,1,1,1,1,1,1,11,6,7
S1059,15,1,1,1,1,1,1,1,1,11,6,7
S1060,15,1,1,1,1,1,1,1,1,11,6,7
S1061,15,1,1,1,1,1,1,1,1,11,6,7
S1062,15,1,1,1,1,1,1,1,1,11,6,7
S1063,15,1,1,1,1,1,1,1,1,11,6,7
S1064,15,1,1,1,1,1,1,1,1,11,6,7
S1065,15,1,1,1,1,1,1,1,1,11,6,7
S1066,15,1,1,1,1,1,1,1,1,11,6,7
S1067,15,1,1,1,1,1,1,1,1,11,6,7
S1068,15,1,1,1,1,1,1,1,1,11,6,7
S1069,15,1,1,1,1,1,1,1,1,11,6,7
S1070,15,1,1,1,1,1,1,1,1,11,6,7
S1071,15,1,1,1,1,1,1,1,1,11,6,7
S1072,15,1,1,1,1,1,1,1,1,11,6,7
S1073,15,1,1,1,1,1,1,1,1,11,6,7
S1074,15,1,1,1,1,1,1,1,1,11,6,7
S1075,15,1,1,1,1,1,1,1,1,11,6,7
S1076,15,1,1,1,1,1,1,1,1,11,6,7
S1077,15,1,1,1,1,1,1,1,1,11,6,7
S1078,15,1,1,1,1,1,1,1,1,11,6,7
S1079,15,1,1,1,1,1,1,1,1,11,6,7
S1080,15,1,1,1,1,1,1,1,1,11,6,7
S1081,15,1,1,1,1,1,1,1,1,11,6,7
S1082,15,1,1,1,1,1,1,1,1,11,6,7
S1083,15,1,1,1,1,1,1,1,1,11,6,7
S1084,15,1,1,1,1,1,1,1,1,11,6,7
S1085,15,1,1,1,1,1,1,1,1,11,6,7
S1086,15,1,1,1,1,1,1,1,1,11,6,7
S1087,15,1,1,1,1,1,1,1,1,11,6,7
S1088,15,1,1,1,1,1,1,1,1,11,6,7
S1089,15,1,1,1,1,1,1,1,1,11,6,7
S1090,15,1,1,1,1,1,1,1,1,11,6,7
S1091,15,1,1,1,1,1,1,1,1,11,6,7
S1092,15,1,1,1,1,1,1,1,1,11,6,7
S1093,15,1,1,1,1,1,1,1,1,11,6,7
S1094,15,1,1,1,1,1,1,1,1,11,6,7
S1095,15,1,1,1,1,1,1,1,1,11,6,7
S1096,15,1,1,1,1,1,1,1,1,11,6,7
S1097,15,1,1,1,1,1,1,1,1,11,6,7
S1098,16,1,1,1,1,1,1,1,1,12,1,1
S1099,16,1,1,1,1,1,1,1,1,12,1,1
S1100,16,1,1,1,1,1,1,1,1,12,1,1
S1101,16,1,1,1,1,1,1,1,1,12,1,1
S1102,16,1,1,1,1,1,1,1,1,12,1,1
S1103,16,1,1,1,1,1,1,1,1,12,1,1
S1104,16,1,1,1,1,1,1,1,1,12,1,1
S1105,16,1,1,1,1,1,1,1,1,12,1,1
S1106,16,1,1,1,1,1,1,1,1,12,1,1
S1107,16,1,1,1,1,1,1,1,1,12,1,1
S1108,16,1,1,1,1,1,1,1,1,12,1,1
S1109,16,1,1,1,1,1,1,1,1,12,1,1
S1110,16,1,1,1,1,1,1,1,1,12,1,1
S1111,16,1,1,1,1,1,1,1,1,12,1,1
S1112,16,1,1,1,1,1,1,1,1,12,1,1
S1113,16,1,1,1,1,1,1,1,1,12,1,1
S1114,16,1,1,1,1,1,1,1,1,12,1,1
S1115,16,1,1,1,1,1,1,1,1,12,1,1
S1116,16,1,1,1,1,1,1,1,1,12,1,1
S1117,16,1,1,1,1,1,1,1,1,12,1,1
S1118,16,1,1,1,1,1,1,1,1,12,1,1
S1119,16,1,1,1,1,1,1,1,1,12,1,1
S1120,16,1,1,1,1,1,1,1,1,12,1,1
S1121,16,1,1,1,1,1,1,1,1,12,1,1
S1122,16,1,1,1,1,1,1,1,1,12,1,1
S1123,16,1,1,1,1,1,1,1,1,12,1,1
S1124,16,1,1,1,1,1,1,1,1,12,1,1
S1125,16,1,1,1,1,1,1,1,1,12,1,1
S1126,16,1,1,1,1,1,1,1,1,12,1,1
S1127,16,1,1,1,1,1,1,1,1,12,1,1
S1128,16,1,1,1,1,1,1,1,1,12,1,1
S1129,16,1,1,1,1,1,1,1,1,12,1,1
S1130,16,1,1,1,1,1,1,1,1,12,1,1
S1131,16,1,1,1,1,1,1,1,1,12,1,1
S1132,16,1,1,1,1,1,1,1,1,12,1,1
S1133,16,1,1,1,1,1,1,1,1,12,1,1
S1134,16,1,1,1,1,1,1,1,1,12,1,1
S1135,16,1,1,1,1,1,1,1,1,12,1,1
S1136,16,1,1,1,1,1,1,1,1,12,1,1
S1137,16,1,1,1,1,1,1,1,1,12,1,1
S1138,16,1,1,1,1,1,1,1,1,12,1,1
S1139,16,1,1,1,1,1,1,1,1,12,1,1
S1140,16,1,1,1,1,1,1,1,1,12,1,1
S1141,16,1,1,1,1,1,1,1,1,12,1,1
S1142,16,1,1,1,1,1,1,1,1,12,1,1
S1143,16,1,1,1,1,1,1,1,1,12,1,1
S1144,16,1,1,1,1,1,1,1,1,12,1,1
S1145,16,1,1,1,1,1,1,1,1,12,1,1
S1146,16,1,1,1,1,1,1,1,1,12,1,1
S1147,16,1,1,1,1,1,1,1,1,12,1,1
S1148,16,1,1,1,1,1,1,1,1,12,1,1
S1149,16,1,1,1,1,1,1,1,1,12,1,1
S1150,16,1,1,1,1,1,1,1,1,12,1,1
S1151,16,1,1,1,1,1,1,1,1,12,1,1
S1152,16,1,1,1,1,1,1,1,1,12,1,1
S1153,16,1,1,1,1,1,1,1,1,12,1,1
S1154,16,1,1,1,1,1,1,1,1,12,1,1
S1155,16,1,1,1,1,1,1,1,1,12,1,1
S1156,16,1,1,1,1,1,1,1,1,12,1,1
S1157,16,1,1,1,1,1,1,1,1,12,1,1
S1158,16,1,1,1,1,1,1,1,1,12,1,1
S1159,16,1,1,1,1,1,1,1,1,12,1,1
S1160,16,1,1,1,1,1,1,1,1,12,1,1
S1161,16,1,1,1,1,1,1,1,1,12,1,1
S1162,16,1,1,1,1,1,1,1,1,12,1,1
